Material Name,Material Title,Material Synonyms,Stream Name,Stream Title,Drop Off Instructions,Special Instructions
dvd_case,DVD case,,reuse,Reuse,,
playpen,Playpen,"play pen,",eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
plastic_page_protector,Plastic page protector,,wizard_garbage,Garbage collection,,
bubble_mailer,Bubble mailer,", amazon envelope, amazon pckging",reuse,Reuse,,"New/unused bubble mailers are accepted for donation at the <a href=""http://edmonton.ca/reusecentre"">Reuse Centre."
styrofoam_meat_tray,Styrofoam meat tray,", packaging for ground beef, polystyrene meat trays",wizard_garbage,Garbage collection,,
roasted_chicken_plastic_container,Roasted chicken plastic container,rotisserie chicken container,wizard_recycling_depots,Recycling Depot drop-off,,
propane_gas_cylinder,Propane gas cylinder,"Propane bottle, propane gas bottle",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
bedding_bag_zippered,Bedding bag (zippered),"plastic pillow bag, plastic sheet bag",drop-off_-_reuse_centre,Reuse Centre drop-off,,
electronic_cable,Electronic cable,"electric cord, electronic cord",reuse,Reuse,,
aluminium_can,Aluminum can,"aluminum, alumimum, aluminium, alluminum, Aluminnun",wizard_recycling_depots,Recycling Depot drop-off,,
hangers_wood,Clothes hanger (wood),,wizard_garbage,Garbage collection,,
paperback_book,Paperback book,"used crossword puzzle book, paper back, soduko",reuse,Reuse,,
gift_bag_paper_cardboard,"Gift box (paper, cardboard)",,reuse,Reuse,,
gift_bags_foil_plastic,"Gift bag (foil, plastic)",,reuse,Reuse,,
crib,Crib,,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
coffee_can_tin,Coffee can (metal),", cocoa tin, coffee tin, coffee container",drop-off_-_reuse_centre,Reuse Centre drop-off,,Remove lid and place in garbage.
hot_glue_gun,Hot glue gun,"glue gun,",drop-off_-_reuse_centre,Reuse Centre drop-off,,Hot glue guns in working condition can be donated to the Reuse Centre.   Broken or damaged hot glue guns should be brought to an Eco Station.
book_hardcover,Book (hardcover),"Textbook, encyclopedia, novel, Yearbooks, Cookbooks, dictionary, hard cover",reuse,Reuse,,Remove hard cover and put it in the garbage. Put remaining pages in the recycling.
home_renovation_waste,Home renovation waste,"Reno waste, glasspane, pipes, counter tops, floor boards, door frames, ceiling panels, linoleum, hardwood flooring, faucet, cabinets, tiles, Hood fan, CONSTRUCTION DEBRIS, Hardwood, 2x4 scraps, household construction, marble, granite, floor tiles, grout",edmonton_waste_management_centre_ewmc,EWMC drop-off,,
foil_tray,Foil tray,"foil pan, foil take out container",wizard_recycling,Recycling collection,,
construction_paper,Construction paper,"craft paper,",wizard_recycling_depots,Recycling Depot drop-off,,
floral_arranging_supplies,Floral arranging supplies,"Flower picks, floral styrofoam",drop-off_-_reuse_centre,Reuse Centre drop-off,,
instant_film_cartridge,Instant film cartridge,,wizard_garbage,Garbage collection,,
ironing_board,Ironing board,,eco_station_-_scrap_metal_recycling,Eco Station drop-off (scrap metal),,
plastic_fork,Plastic fork,,wizard_garbage,Garbage collection,,
backpack,Backpacks & handbags,"knapsacks, pack, rucksack, purse, saddle bag, duffel bag,",wizard_garbage,Garbage collection,,
buttons,Buttons,,reuse,Reuse,,
yogurt_container,Yogurt tub,"yoghurt, yogurt container",wizard_recycling,Recycling collection,,Rinse container. Place foil lid in garbage and plastic lid in recycling.
cotton_ball,Cotton ball,cottonball,wizard_garbage,Garbage collection,,
cloth_napkin,Cloth napkin,,wizard_garbage,Garbage collection,,
lawnmower,Lawnmower,"lawn mower, lawnmowers, grass mowers, mowers, gas lawnmower,  manual push lawn mower",wizard_eco_stations,Eco Station drop-off,,
cooking_pots_metal,Cooking pot (metal),"saucepan, cast iron frying pan, cast iron grill",reuse,Reuse,,
basket,Basket,"hamper, creel, wicker basket",reuse,Reuse,,"Wicker baskets are accepted at the <a href=""http://edmonton.ca/reusecentre"" Reuse Centre."
flyers,Flyers,"junk mail, flyer, brochures, non-addressed mail, paper booklet, paper leaflet",wizard_recycling_depots,Recycling Depot drop-off,,
baby_wipe,Baby wipe,"bathroom wipe, facial cleansing wipe, make up removing wipe, flushable wipe, flush-able wipe",wizard_garbage,Garbage collection,,"Do not flush wipes down your toilet, even if they say theyre flushable. They dont break down and can clog sewer lines."
plastic_plate,Plastic plate,,reuse,Reuse,,
cookie_tins,Cookie tin,"royal dansk tin, butter cookie tin, biscuit tin, mint tin, metal cookie tin",wizard_recycling,Recycling collection,,
bag-in-a-box_wine,Bag-in-a-box (wine),"Wine box, boxed wine",wizard_recycling_depots,Recycling Depot drop-off,,Box and bag do not need to be separated.
cardboard_box,Cardboard box,"cereal box, detergent box, tissue box, Kleenex box, cracker box, kraft dinner box, cake box, orange box, pastry box, doughnut box, donut box, dryer sheet box, macaroni box",wizard_recycling_depots,Recycling Depot drop-off,,"Flatten boxes and remove packaging. Put packaging in the garbage.<br /><br />If boxes are too large for a blue bag, bundle (tie) and place underneath the bag. Bundles must be less than 1.2 m (4 ft) long."
flat_iron,Flat iron,"flatiron, hair straightener",reuse,Reuse,,
landscaping_materials,Landscaping materials,"decorative stone, mulch, gravel, rocks",edmonton_waste_management_centre_ewmc,EWMC drop-off,,
garden_hose,Garden hose,"rubber hose, vinyl hose, hoses, air hoses, gardenhose, soaker hose, hydraulic hose",wizard_garbage,Garbage collection,,Cut hose into small pieces before placing in the garbage. This stops it from getting tangled in machinery.
newspaper,Newspaper,"newsprint,",wizard_recycling,Recycling collection,,
motor_oil_container_empty,Motor oil container (empty),"motor oil bottle, oil jug",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
rubber_gloves,Rubber gloves,,wizard_garbage,Garbage collection,,
boost_drink_bottle,Boost drink bottle,,wizard_recycling,Recycling collection,,Remove bottle cap and place separately in garbage.
wine_corks,Wine cork,,drop-off_-_reuse_centre,Reuse Centre drop-off,,
paper_egg_carton,Egg carton (paper),"Cardboard egg carton, egg tray",drop-off_-_reuse_centre,Reuse Centre drop-off,,
paving_stone,Paving stone,"paving stones, paving bricks, paving slabs, pavers, stepping stones,",wizard_reuse_-_building_materials,Reuse (home renovation materials),,
porcelain_dish,Ceramic dishes and cups,"plate, cup, china, tea cup, Porcelain, Dinnerware, dishwear, dishes",wizard_garbage,Garbage collection,,
bicycle_parts,Bicycle parts,"bike frames, bike wheels, bike racks, bike chain",wizard_eco_stations,Eco Station drop-off,,"<a href=""https://bikeedmonton.ca/"">Bike Edmonton accepts donations of used bicycles and bicycle parts in working condition."
laser_disc,Laser disc,"cd, compact disc",wizard_garbage,Garbage collection,,
dvd_player,DVD player,,reuse,Reuse,,
plastic_egg_carton,Egg carton (plastic),"egg clam shell container, egg tray",drop-off_-_reuse_centre,Reuse Centre drop-off,,
plastic_cup_compostable,"Plastic cup (""compostable"")","PLA, polylactic acid, PLA plastic",wizard_garbage,Garbage collection,,Plastic-like items that claim to be compostable need very specific conditions to break down. They don&rsquo;t decompose in most industrial composting facilities and are considered contamination in your food scraps cart. Please put them in your garbage.
ac_adapter,AC adapter,"power cord, electronic adapter, power adapter , charger",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
vases,Vase,,drop-off_-_reuse_centre,Reuse Centre drop-off,,
toilet_paper_roll,Toilet paper tube,"toiletpaper tube, tissue roll?",wizard_recycling_depots,Recycling Depot drop-off,,
calculator,Calculator,", graphing calculator",reuse,Reuse,,
baby_food_pouch,Baby food pouch,,wizard_garbage,Garbage collection,,
moving_boxes,Moving boxes,,wizard_recycling,Recycling collection,,Have a lot of boxes? Consider reuse! Offer them to others or list them online.
electric_blanket,Electric blanket,"heating pad, heat blanket,",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
computer_batteries,Computer battery,,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
butcher_paper_for_wrapping_meat,Butcher paper (for wrapping meat),"meat wrapping paper, deli paper",wizard_garbage,Garbage collection,,
laminating_plastic,Laminating plastic,,wizard_garbage,Garbage collection,,
cd_player,CD player,"Compact disc player,",reuse,Reuse,,
audio_cassette_tape_case,Audio cassette tape case,,wizard_garbage,Garbage collection,,
shower_curtain_rings,Shower curtain rings,,wizard_garbage,Garbage collection,,
plastic_cooking_utensil,Plastic cooking utensil,", plastic spatula, plastic spoon, silicone spatula",wizard_garbage,Garbage collection,,
milk_carton,Milk carton,,bottle_depot,Bottle Depot drop-off,,
leather_scraps,Leather scraps,,wizard_garbage,Garbage collection,,"Leather scraps in new/reusable condition are accepted for donation at the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre."
lamp,Lamp,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
aerosol_can_empty,Aerosol can (empty),"hairspray, Pam, cooking oil spray, aersol, aerosal, arisol, airosol, silly string, hair spray, hair mousse, bug spray, insect repellent, air freshener",wizard_recycling_depots,Recycling Depot drop-off,,"If the can contained a hazardous product, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station even if it is empty. Examples include pesticide, oven cleaner and spray paint."
clipboard,Clipboard,,drop-off_-_reuse_centre,Reuse Centre drop-off,,
concrete,Concrete,", Cement blocks, Cement pieces, cement",eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
pillows_cushions,Pillows and cushions,"down pillow,",wizard_garbage,Garbage collection,,
eggnog_carton,Eggnog carton,Egg nog,bottle_depot,Bottle Depot drop-off,,
bedding_linens,Bedding & linens,"blankets, down blanket, bedsheets, bed sheet, textiles, bedspreads, Mattress cover, quilt, sheets, duvet, duvet cover",wizard_garbage,Garbage collection,,"Many animal rescue organizations, like the <a href=""https://www.edmontonhumanesociety.com/"">Edmonton Humane Society, accept used towels, linens and blankets for animal bedding."
windshield_washer_fluid_container,Windshield washer fluid container,,wizard_recycling_depots,Recycling Depot drop-off,,Remove caps and lids and place in garbage.
pasta_bag,Pasta bag,pasta package,wizard_garbage,Garbage collection,,
contact_lens_case,Contact lens case,,wizard_garbage,Garbage collection,,
ribbons_bows,Ribbons and bows,wrapping bows,reuse,Reuse,,
cupboards,Cupboards,cupboard,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
5-gallon_pail,5-gallon pail,", ridgid plastic pails, plastic pales",drop-off_-_reuse_centre,Reuse Centre drop-off,,
maps_paper,Maps (paper),,wizard_recycling,Recycling collection,,
plastic_shower_curtain,Shower curtain (plastic),,wizard_garbage,Garbage collection,,
juice_or_drink_pouch,Juice or drink pouch,"stand-up flexible pouches, Capri-Sun, Bibo, Capri Sun, Hi-C, Kool-Aid Jammers",bottle_depot,Bottle Depot drop-off,,Remove plastic straw and place it in the garbage.
ice_cream_pail,Ice cream pail (plastic),"ice cream bucket, icecream bucket, ice cream tub, ice cream plastic tub,",wizard_recycling,Recycling collection,,
bread_bag_foil,Bread bag (foil),"garlic bread bag, foil bread bag",wizard_garbage,Garbage collection,,
candy_tin,Candy tin,"metal tin, candy container",wizard_recycling_depots,Recycling Depot drop-off,,
sewing_machine,Sewing machine,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
plastic_hanging_basket,Plastic hanging basket,flower basket,drop-off_-_reuse_centre,Reuse Centre drop-off,,
vinyl_siding,Vinyl siding,,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
construction_paper,Construction paper,"craft paper,",drop-off_-_reuse_centre,Reuse Centre drop-off,,
household_cleaner_non-toxic,Household cleaner bottle (empty),"household cleaning products, cleansers, febreeze, windex, lysol, , furniture polish, lysol",wizard_recycling,Recycling collection,,Empty and rinse plastic bottle.  Remove spray nozzle and put it in the garbage.
flyers,Flyers,"junk mail, flyer, brochures, non-addressed mail, paper booklet, paper leaflet",wizard_recycling,Recycling collection,,
baby_food_jar,Baby food jar,,drop-off_-_reuse_centre,Reuse Centre drop-off,,Remove caps and lids and place in garbage.
bicycle_parts,Bicycle parts,"bike frames, bike wheels, bike racks, bike chain",reuse,Reuse,,"<a href=""https://bikeedmonton.ca/"">Bike Edmonton accepts donations of used bicycles and bicycle parts in working condition."
pet_bedding,Pet bed,"dog bed, cat bed,",reuse,Reuse,,
wine_corks,Wine cork,,wizard_garbage,Garbage collection,,
gift_box,Gift box (foil or non-paper),,drop-off_-_reuse_centre,Reuse Centre drop-off,,
hot_water_tank,Hot water tank,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
satellite_dish,Satellite dish,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
yogurt_container,Yogurt tub,"yoghurt, yogurt container",wizard_recycling_depots,Recycling Depot drop-off,,Rinse container. Place foil lid in garbage and plastic lid in recycling.
buttons,Buttons,,drop-off_-_reuse_centre,Reuse Centre drop-off,,
foil_lid_on_yogurt_container,Foil lid on yogurt container,,wizard_garbage,Garbage collection,,
photo_album,Photo album,,reuse,Reuse,,
painted_wood,Painted wood,", wooden fence",edmonton_waste_management_centre_ewmc,EWMC drop-off,,
pipe_cleaner,Pipe cleaner,,drop-off_-_reuse_centre,Reuse Centre drop-off,,
gift_bags_paper,Gift bag (paper),,wizard_recycling,Recycling collection,,Please remove handles before putting item in the recycling.
dvd_player,DVD player,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
tetra-pak_beverage,Tetra-pak (beverage),"tetrapack, tetra pack",wizard_recycling,Recycling collection,,
laundry_detergent_box,Laundry detergent box (boxboard),,wizard_recycling_depots,Recycling Depot drop-off,,
plastic_container,Plastic container,"applesauce, yougurt, pudding, youghurt, margarine, apple sauce plastic cup, toilet bowl cleaner container, empty cooking oil bottles, Vitamin container, Syrup container, plastic food containers, plastic herbicide bottle, fruit cups, hydrogen peroxide bottle, nutella jar, empty herbicide container, plastic containers, baby powder container, cat litter plastic container, plastic storage container, large plastic container, harpic bottle, plastic vinegar containers, dishwasher soap container, drink mix container, plastic cleaning product containers, canola oil container, , cottage cheese container",wizard_recycling_depots,Recycling Depot drop-off,,"Edmontons recycling program accepts the following types of plastic containers: bottles such as soda, shampoo, dish soap and mouthwash bottles, jugs such as milk, laundry detergent and bleach jugs, jars such as peanut butter and mayonnaise jars, tubs such as margarine, yogurt and sour cream tubs, and clamshells such as bakery and strawberry containers. Rinse containers. Remove caps and lids before putting containers in your recycling. Labels OK."
